sale_id,customer_id,product_id,sale_date,quantity,total_amount
S0592,C080,P048,2024-08-13,4,3991.44
S0593,C022,P040,2024-01-21,3,932.16
S0594,C057,P084,2024-08-19,2,613.78
S0595,C033,P082,2024-03-07,4,972.16
S0596,C058,P073,2024-04-23,5,3692.55
S0597,C024,P084,2024-09-18,4,1227.56
S0598,C024,P039,2024-12-18,2,1341.64
S0599,C039,P052,2024-06-07,1,482.55
S0600,C019,P054,2024-07-11,3,2089.23
S0601,C065,P097,2024-01-01,5,4701.6
S0602,C047,P093,2024-06-26,4,775.32
S0603,C081,P044,2024-04-27,3,2073.78
S0604,C069,P058,2024-01-18,4,636.88
S0605,C046,P069,2024-10-30,2,1993.96
S0606,C032,P035,2024-12-01,2,1214.74
S0607,C029,P034,2024-08-18,4,3521.96
S0608,C055,P082,2024-11-08,3,729.12
S0609,C085,P006,2024-09-10,4,957.04
S0610,C087,P090,2024-01-08,4,3166.36
S0611,C097,P031,2024-05-14,2,1317.34
S0612,C061,P021,2024-10-17,2,279.28
S0613,C096,P058,2024-06-17,3,477.66
S0614,C034,P083,2024-08-30,1,874.38
S0615,C059,P077,2024-05-12,2,586.36
S0616,C035,P013,2024-03-17,2,1913.92
S0617,C087,P098,2024-04-04,4,2692.12
S0618,C004,P067,2024-05-02,5,3103.35
S0619,C085,P008,2024-09-13,4,2902.56
S0620,C093,P074,2024-10-17,4,3590.08
S0621,C044,P078,2024-04-12,1,934.39
S0622,C072,P074,2024-06-25,3,2692.56
S0623,C033,P008,2024-05-22,2,1451.28
S0624,C047,P096,2024-11-20,4,1119.16
S0625,C081,P009,2024-03-29,1,18
S0626,C067,P089,2024-08-14,2,1171.72
S0627,C042,P019,2024-01-06,5,4712.15
S0628,C099,P055,2024-05-22,3,2790.69
S0629,C073,P072,2024-02-21,5,1089.6
S0630,C062,P097,2024-10-23,1,940.32
S0631,C051,P096,2024-02-27,5,1398.95
S0632,C042,P057,2024-11-20,5,2673.4
S0633,C099,P060,2024-07-13,4,2858.12
S0634,C094,P068,2024-08-14,5,191.05
S0635,C097,P065,2024-02-23,1,691.95
S0636,C099,P049,2024-04-04,5,1874.35
S0637,C068,P090,2024-02-15,2,1583.18
S0638,C008,P006,2024-09-10,5,1196.3
S0639,C036,P037,2024-06-16,2,1975.74
S0640,C030,P005,2024-06-13,4,2607.84
S0641,C029,P090,2024-09-16,5,3957.95
S0642,C070,P061,2024-11-08,1,612.2
S0643,C042,P017,2024-02-17,4,591.56
S0644,C090,P004,2024-12-13,2,674.66
S0645,C033,P091,2024-01-10,3,2921.52
S0646,C025,P048,2024-03-13,2,1995.72
S0647,C055,P020,2024-10-05,5,664.2
S0648,C005,P094,2024-06-11,5,2012.5
S0649,C009,P031,2024-06-04,5,3293.35
S0650,C056,P079,2024-03-25,5,67.25
S0651,C077,P087,2024-01-23,1,855.94
S0652,C095,P082,2024-10-13,1,243.04
S0653,C026,P082,2024-05-24,2,486.08
S0654,C092,P069,2024-06-17,1,996.98
S0655,C092,P029,2024-06-12,1,476.61
S0656,C007,P056,2024-07-15,3,1808.82
S0657,C036,P038,2024-05-09,3,296.82
S0658,C071,P100,2024-12-21,4,3459.44
S0659,C046,P037,2024-04-25,3,2963.61
S0660,C017,P063,2024-12-23,2,265.82
S0661,C051,P066,2024-11-25,5,2458.65
S0662,C045,P025,2024-08-29,4,1396.32
S0663,C014,P019,2024-11-05,1,942.43
S0664,C070,P055,2024-12-04,5,4651.15
S0665,C067,P010,2024-06-30,5,2009
S0666,C091,P048,2024-09-27,4,3991.44
S0667,C037,P048,2024-12-23,1,997.86
S0668,C047,P096,2024-04-08,4,1119.16
S0669,C019,P100,2024-04-16,4,3459.44
S0670,C039,P002,2024-01-13,4,3105.28
S0671,C052,P096,2024-07-05,3,839.37
S0672,C030,P086,2024-11-30,2,1380.96
S0673,C044,P060,2024-02-14,3,2143.59
S0674,C044,P041,2024-09-17,5,4595.3
S0675,C087,P007,2024-04-06,1,944.72
S0676,C061,P009,2024-11-30,1,18
S0677,C081,P025,2024-01-14,1,349.08
S0678,C037,P038,2024-05-08,4,395.76
S0679,C055,P029,2024-03-06,1,476.61
S0680,C001,P004,2024-05-06,2,674.66
S0681,C084,P006,2024-03-19,1,239.26
S0682,C065,P044,2024-01-24,3,2073.78
S0683,C002,P049,2024-05-23,1,374.87
S0684,C020,P060,2024-11-02,1,714.53
S0685,C012,P076,2024-03-25,2,1103.06
S0686,C009,P024,2024-06-15,2,1515.24
S0687,C043,P026,2024-09-10,3,1722.87
S0688,C039,P072,2024-03-05,5,1089.6
S0689,C025,P072,2024-08-11,1,217.92
S0690,C012,P060,2024-02-13,2,1429.06
S0691,C056,P074,2024-04-11,2,1795.04
S0692,C005,P065,2024-12-30,4,2767.8
S0693,C017,P013,2024-01-06,4,3827.84
S0694,C017,P009,2024-10-18,4,72
S0695,C047,P036,2024-06-06,4,796.8
S0696,C020,P020,2024-12-27,3,398.52
S0697,C022,P072,2024-02-26,1,217.92
S0698,C035,P087,2024-11-28,4,3423.76
S0699,C077,P031,2024-07-23,1,658.67
S0700,C033,P093,2024-04-18,1,193.83
S0701,C037,P097,2024-05-29,1,940.32
S0702,C089,P062,2024-08-17,3,2551.53
S0703,C067,P001,2024-10-29,5,4894.55
S0704,C011,P084,2024-04-24,3,920.67
S0705,C076,P009,2024-12-18,2,36
S0706,C015,P031,2024-02-12,4,2634.68
S0707,C062,P072,2024-04-23,4,871.68
S0708,C017,P033,2024-04-09,3,873.84
S0709,C080,P094,2024-07-13,3,1207.5
S0710,C050,P014,2024-08-09,1,671.84
S0711,C005,P048,2024-12-10,5,4989.3
S0712,C092,P058,2024-10-26,3,477.66
S0713,C024,P079,2024-12-28,3,40.35
S0714,C073,P097,2024-04-01,3,2820.96
S0715,C074,P087,2024-09-26,5,4279.7
S0716,C097,P013,2024-12-05,4,3827.84
S0717,C029,P045,2024-07-14,4,478.24
S0718,C038,P010,2024-08-14,4,1607.2
S0719,C089,P009,2024-01-18,2,36
S0720,C055,P038,2024-03-17,3,296.82
S0721,C001,P069,2024-05-01,4,3987.92
S0722,C044,P070,2024-04-14,3,1216.92
S0723,C064,P008,2024-06-30,5,3628.2
S0724,C008,P097,2024-05-31,2,1880.64
S0725,C081,P093,2024-01-06,2,387.66
S0726,C096,P041,2024-05-16,5,4595.3
S0727,C040,P092,2024-09-04,3,2782.53
S0728,C083,P035,2024-11-10,1,607.37
S0729,C094,P018,2024-05-24,1,269.36
S0730,C055,P051,2024-05-07,3,2077.53
S0731,C032,P030,2024-08-07,3,366.51
S0732,C017,P013,2024-01-09,2,1913.92
S0733,C007,P091,2024-10-03,5,4869.2
S0734,C073,P006,2024-09-23,4,957.04
S0735,C081,P067,2024-10-31,5,3103.35
S0736,C042,P042,2024-05-01,4,1027.88
S0737,C011,P096,2024-11-11,2,559.58
S0738,C051,P073,2024-07-06,1,738.51
S0739,C051,P041,2024-10-29,4,3676.24
S0740,C049,P064,2024-09-15,3,2141.82
S0741,C047,P041,2024-03-24,2,1838.12
S0742,C021,P066,2024-05-22,3,1475.19
S0743,C004,P078,2024-04-11,1,934.39
S0744,C012,P002,2024-07-30,4,3105.28
S0745,C077,P065,2024-06-26,5,3459.75
S0746,C070,P081,2024-03-07,3,1555.68
S0747,C029,P022,2024-11-30,4,2876.48
S0748,C090,P042,2024-01-07,1,256.97
S0749,C090,P063,2024-08-09,1,132.91
S0750,C028,P058,2024-10-12,4,636.88
S0751,C084,P089,2024-05-27,2,1171.72
S0752,C050,P013,2024-03-11,4,3827.84
S0753,C065,P083,2024-11-24,5,4371.9
S0754,C084,P084,2024-09-14,1,306.89
S0755,C044,P049,2024-05-18,1,374.87
S0756,C027,P013,2024-05-17,5,4784.8
S0757,C037,P022,2024-03-02,2,1438.24
S0758,C091,P058,2024-04-18,1,159.22
S0759,C045,P069,2024-03-09,5,4984.9
S0760,C062,P056,2024-01-26,1,602.94
S0761,C048,P073,2024-09-17,5,3692.55
S0762,C063,P039,2024-11-22,2,1341.64
S0763,C039,P068,2024-06-03,4,152.84
S0764,C034,P028,2024-11-27,5,3224.1
S0765,C049,P009,2024-11-28,2,36
S0766,C003,P025,2024-04-25,5,1745.4
S0767,C035,P020,2024-07-26,2,265.68
S0768,C025,P084,2024-07-20,5,1534.45
S0769,C090,P024,2024-12-05,5,3788.1
S0770,C050,P091,2024-09-06,2,1947.68
S0771,C046,P045,2024-02-27,2,239.12
S0772,C031,P059,2024-07-04,3,1793.94
S0773,C079,P025,2024-06-12,3,1047.24
S0774,C064,P008,2024-03-21,4,2902.56
S0775,C096,P063,2024-06-28,3,398.73
S0776,C066,P028,2024-09-23,5,3224.1
S0777,C096,P080,2024-08-25,2,1057.68
S0778,C079,P085,2024-11-19,5,873.2
S0779,C006,P057,2024-07-23,4,2138.72
S0780,C067,P001,2024-04-24,5,4894.55
S0781,C051,P084,2024-07-18,3,920.67
S0782,C025,P080,2024-02-15,2,1057.68
S0783,C055,P094,2024-09-23,5,2012.5
S0784,C094,P063,2024-08-24,1,132.91
S0785,C040,P100,2024-12-04,4,3459.44
S0786,C067,P046,2024-09-01,5,1854.5
S0787,C059,P089,2024-02-17,5,2929.3
S0788,C034,P072,2024-01-23,1,217.92
S0789,C034,P061,2024-08-15,1,612.2
S0790,C095,P049,2024-04-10,5,1874.35
S0791,C077,P066,2024-02-17,4,1966.92
S0792,C079,P084,2024-12-31,5,1534.45
S0793,C010,P025,2024-05-12,2,698.16
S0794,C051,P007,2024-03-28,5,4723.6
S0795,C034,P066,2024-07-12,5,2458.65
S0796,C043,P063,2024-03-28,4,531.64
S0797,C060,P065,2024-01-15,4,2767.8
S0798,C001,P023,2024-06-13,1,913.72
S0799,C059,P094,2024-06-24,3,1207.5
S0800,C096,P030,2024-06-26,2,244.34
S0801,C067,P063,2024-08-24,5,664.55
S0802,C010,P094,2024-02-12,3,1207.5
S0803,C094,P061,2024-03-24,4,2448.8
S0804,C024,P021,2024-05-07,3,418.92
S0805,C083,P049,2024-06-19,4,1499.48
S0806,C019,P026,2024-07-12,4,2297.16
S0807,C053,P098,2024-01-05,3,2019.09
S0808,C100,P045,2024-04-18,4,478.24
S0809,C056,P053,2024-09-28,1,532.31
S0810,C085,P033,2024-01-23,3,873.84
S0811,C037,P088,2024-02-06,2,1930.64
S0812,C066,P050,2024-06-19,2,1020.38
S0813,C027,P021,2024-06-30,1,139.64
S0814,C064,P063,2024-04-08,2,265.82
S0815,C072,P060,2024-01-18,2,1429.06
S0816,C054,P027,2024-08-25,4,2165.44
S0817,C027,P065,2024-10-25,5,3459.75
S0818,C016,P069,2024-06-27,3,2990.94
S0819,C059,P076,2024-10-09,5,2757.65
S0820,C100,P021,2024-12-09,2,279.28
S0821,C083,P099,2024-06-18,3,684.9
S0822,C025,P086,2024-04-28,1,690.48
S0823,C054,P027,2024-05-07,2,1082.72
S0824,C020,P032,2024-08-22,1,322.41
S0825,C071,P033,2024-07-22,3,873.84
S0826,C094,P084,2024-01-08,5,1534.45
S0827,C090,P006,2024-11-25,1,239.26
S0828,C004,P092,2024-04-05,5,4637.55
S0829,C043,P025,2024-01-24,4,1396.32
S0830,C033,P070,2024-04-05,5,2028.2
S0831,C003,P026,2024-12-12,2,1148.58
S0832,C006,P084,2024-12-21,1,306.89
S0833,C037,P021,2024-01-19,4,558.56
S0834,C012,P056,2024-10-17,1,602.94
S0835,C041,P015,2024-06-09,2,979.16
S0836,C060,P050,2024-02-12,3,1530.57
S0837,C073,P054,2024-12-07,2,1392.82
S0838,C049,P012,2024-03-29,2,1439.86
S0839,C084,P059,2024-04-29,4,2391.92
S0840,C005,P094,2024-12-05,1,402.5
S0841,C075,P078,2024-01-13,4,3737.56
S0842,C029,P088,2024-08-13,5,4826.6
S0843,C060,P022,2024-03-15,1,719.12
S0844,C001,P013,2024-08-30,1,956.96
S0845,C017,P096,2024-07-03,2,559.58
S0846,C031,P098,2024-10-25,2,1346.06
S0847,C053,P057,2024-10-26,5,2673.4
S0848,C066,P012,2024-06-19,1,719.93
S0849,C061,P070,2024-05-24,2,811.28
S0850,C048,P051,2024-03-27,2,1385.02
S0851,C006,P089,2024-07-17,2,1171.72
S0852,C016,P097,2024-02-28,2,1880.64
S0853,C097,P045,2024-08-16,5,597.8
S0854,C084,P085,2024-09-11,1,174.64
S0855,C035,P049,2024-02-24,2,749.74
S0856,C052,P020,2024-12-09,1,132.84
S0857,C044,P088,2024-05-17,3,2895.96
S0858,C025,P011,2024-05-19,2,1065.2
S0859,C064,P045,2024-03-28,3,358.68
S0860,C093,P069,2024-12-24,4,3987.92
S0861,C083,P072,2024-01-19,4,871.68
S0862,C016,P017,2024-09-11,2,295.78
S0863,C040,P086,2024-11-08,4,2761.92
S0864,C015,P053,2024-11-30,3,1596.93
S0865,C036,P003,2024-09-15,4,282.08
S0866,C081,P010,2024-09-22,3,1205.4
S0867,C037,P099,2024-04-09,5,1141.5
S0868,C041,P047,2024-02-17,4,778.84
S0869,C063,P015,2024-02-18,3,1468.74
S0870,C058,P035,2024-09-18,3,1822.11
S0871,C088,P069,2024-04-04,1,996.98
S0872,C055,P045,2024-01-11,1,119.56
S0873,C074,P040,2024-05-12,3,932.16
S0874,C016,P053,2024-03-09,2,1064.62
S0875,C091,P025,2024-01-08,5,1745.4
S0876,C091,P018,2024-03-23,4,1077.44
S0877,C002,P013,2024-05-12,1,956.96
S0878,C027,P016,2024-12-13,3,714.57
S0879,C065,P039,2024-08-10,4,2683.28
S0880,C035,P084,2024-05-12,4,1227.56
S0881,C077,P047,2024-11-06,2,389.42
S0882,C081,P020,2024-09-19,5,664.2
S0883,C089,P021,2024-07-06,1,139.64
S0884,C028,P008,2024-04-18,1,725.64
S0885,C020,P052,2024-11-19,5,2412.75
S0886,C070,P100,2024-05-12,2,1729.72
S0887,C016,P079,2024-09-29,3,40.35
S0888,C063,P045,2024-04-26,4,478.24
S0889,C054,P025,2024-03-18,4,1396.32
S0890,C023,P018,2024-09-19,1,269.36
S0891,C100,P091,2024-04-20,4,3895.36
S0892,C017,P059,2024-05-28,2,1195.96
S0893,C089,P100,2024-02-04,2,1729.72
S0894,C035,P008,2024-01-30,2,1451.28
S0895,C005,P025,2024-12-07,1,349.08
S0896,C053,P076,2024-04-18,3,1654.59
S0897,C027,P063,2024-05-23,4,531.64
S0898,C001,P032,2024-07-04,2,644.82
S0899,C055,P066,2024-04-12,4,1966.92
S0900,C082,P084,2024-12-02,3,920.67
S0901,C069,P038,2024-09-15,4,395.76
S0902,C038,P061,2024-08-21,3,1836.6
S0903,C057,P084,2024-12-07,5,1534.45
S0904,C005,P019,2024-12-12,4,3769.72
S0905,C002,P014,2024-04-05,3,2015.52
S0906,C076,P036,2024-01-12,2,398.4
S0907,C003,P003,2024-12-02,1,70.52
S0908,C040,P030,2024-04-15,2,244.34
S0909,C053,P057,2024-11-01,3,1604.04
S0910,C028,P067,2024-01-10,4,2482.68
S0911,C047,P067,2024-05-26,3,1862.01
S0912,C088,P054,2024-11-22,1,696.41
S0913,C056,P076,2024-01-30,2,1103.06
S0914,C085,P100,2024-05-08,1,864.86
S0915,C036,P015,2024-04-03,1,489.58
S0916,C081,P077,2024-01-27,1,293.18
S0917,C041,P052,2024-07-16,2,965.1
S0918,C078,P065,2024-08-23,4,2767.8
S0919,C021,P062,2024-09-24,3,2551.53
S0920,C038,P030,2024-05-03,5,610.85
S0921,C093,P090,2024-01-18,1,791.59
S0922,C015,P067,2024-01-14,2,1241.34
S0923,C027,P019,2024-11-13,5,4712.15
S0924,C018,P097,2024-06-29,5,4701.6
S0925,C057,P086,2024-07-14,1,690.48
S0926,C089,P052,2024-08-14,5,2412.75
S0927,C049,P087,2024-09-07,1,855.94
S0928,C001,P022,2024-02-19,5,3595.6
S0929,C022,P029,2024-07-26,5,2383.05
S0930,C072,P008,2024-11-16,3,2176.92
S0931,C086,P028,2024-01-07,3,1934.46
S0932,C051,P067,2024-12-20,2,1241.34
S0933,C035,P078,2024-03-04,3,2803.17
S0934,C015,P088,2024-07-19,5,4826.6
S0935,C029,P029,2024-07-09,4,1906.44
S0936,C094,P060,2024-01-14,5,3572.65
S0937,C052,P048,2024-10-24,5,4989.3
S0938,C062,P032,2024-09-13,3,967.23
S0939,C074,P073,2024-07-15,4,2954.04
S0940,C054,P037,2024-06-09,4,3951.48
S0941,C022,P021,2024-12-28,3,418.92
S0942,C038,P054,2024-10-14,4,2785.64
S0943,C038,P040,2024-07-26,2,621.44
S0944,C082,P095,2024-08-08,1,390.68
S0945,C027,P026,2024-02-23,5,2871.45
S0946,C071,P007,2024-02-01,1,944.72
S0947,C082,P040,2024-01-28,4,1242.88
S0948,C058,P079,2024-10-05,5,67.25
S0949,C022,P060,2024-04-21,2,1429.06
S0950,C045,P025,2024-08-03,5,1745.4
S0951,C041,P012,2024-07-13,1,719.93
S0952,C011,P009,2024-06-28,3,54
S0953,C067,P053,2024-07-09,5,2661.55
S0954,C077,P080,2024-09-28,5,2644.2
S0955,C076,P097,2024-09-01,1,940.32
S0956,C087,P075,2024-08-23,1,988.3
S0957,C040,P010,2024-05-24,1,401.8
S0958,C024,P078,2024-03-08,4,3737.56
S0959,C023,P052,2024-04-21,2,965.1
S0960,C070,P028,2024-02-05,1,644.82
S0961,C056,P069,2024-04-04,5,4984.9
S0962,C017,P080,2024-11-24,1,528.84
S0963,C077,P038,2024-03-14,2,197.88
S0964,C095,P085,2024-06-11,1,174.64
S0965,C057,P015,2024-04-05,1,489.58
S0966,C077,P029,2024-02-10,3,1429.83
S0967,C002,P046,2024-09-15,2,741.8
S0968,C039,P083,2024-06-02,3,2623.14
S0969,C069,P081,2024-11-25,4,2074.24
S0970,C098,P073,2024-10-01,5,3692.55
S0971,C031,P020,2024-11-05,1,132.84
S0972,C091,P019,2024-12-02,1,942.43
S0973,C074,P009,2024-04-16,2,36
S0974,C070,P034,2024-02-19,4,3521.96
S0975,C012,P058,2024-01-27,2,318.44
S0976,C009,P037,2024-03-23,3,2963.61
S0977,C089,P029,2024-12-04,5,2383.05
S0978,C081,P023,2024-06-27,5,4568.6
S0979,C045,P004,2024-11-08,4,1349.32
S0980,C052,P025,2024-03-19,2,698.16
S0981,C049,P043,2024-03-25,3,1698.57
S0982,C044,P033,2024-07-14,1,291.28
S0983,C095,P041,2024-10-19,2,1838.12
S0984,C004,P045,2024-02-18,5,597.8
S0985,C054,P079,2024-01-25,3,40.35
S0986,C036,P023,2024-12-15,2,1827.44
S0987,C008,P024,2024-12-03,1,757.62
S0988,C055,P075,2024-03-04,3,2964.9
S0989,C002,P016,2024-12-24,1,238.19
S0990,C094,P004,2024-08-21,2,674.66
S0991,C021,P047,2024-01-23,1,194.71
S0992,C002,P071,2024-09-09,4,3815.8
S0993,C039,P037,2024-11-17,2,1975.74
S0994,C067,P092,2024-02-09,3,2782.53
S0995,C042,P073,2024-08-29,4,2954.04
S0996,C059,P025,2024-07-14,5,1745.4
S0997,C070,P015,2024-09-21,2,979.16
S0998,C048,P054,2024-03-31,1,696.41
S0999,C086,P059,2024-06-12,5,2989.9
S1000,C018,P021,2024-07-30,3,418.92
S1001,C066,P038,2024-03-21,3,296.82
S1002,C021,P048,2024-10-14,5,4989.3
S1003,C088,P084,2024-05-03,5,1534.45
S1004,C012,P062,2024-05-01,4,3402.04
S1005,C076,P066,2024-06-04,2,983.46
S1006,C006,P089,2024-02-14,4,2343.44
S1007,C064,P006,2024-09-06,5,1196.3
S1008,C007,P005,2024-04-09,2,1303.92
S1009,C084,P055,2024-02-07,5,4651.15
S1010,C022,P083,2024-05-26,5,4371.9
S1011,C093,P028,2024-06-12,4,2579.28
S1012,C094,P050,2024-07-03,4,2040.76
S1013,C053,P087,2024-01-16,2,1711.88
S1014,C088,P042,2024-06-09,3,770.91
S1015,C042,P006,2024-04-11,2,478.52
S1016,C090,P037,2024-09-13,3,2963.61
S1017,C075,P027,2024-06-14,3,1624.08
S1018,C045,P088,2024-05-17,4,3861.28
S1019,C086,P025,2024-08-31,1,349.08
S1020,C032,P098,2024-12-07,1,673.03
S1021,C052,P077,2024-10-13,5,1465.9
S1022,C008,P068,2024-06-23,3,114.63
S1023,C056,P001,2024-09-30,3,2936.73
S1024,C096,P043,2024-07-14,3,1698.57
S1025,C045,P088,2024-07-07,5,4826.6
S1026,C090,P071,2024-05-18,5,4769.75
S1027,C070,P087,2024-12-03,5,4279.7
S1028,C061,P087,2024-01-28,2,1711.88
S1029,C011,P020,2024-12-20,5,664.2
S1030,C012,P020,2024-09-17,5,664.2
S1031,C002,P046,2024-09-24,4,1483.6
S1032,C091,P056,2024-07-05,5,3014.7
S1033,C013,P045,2024-09-21,2,239.12
S1034,C096,P090,2024-01-28,3,2374.77
S1035,C070,P046,2024-08-26,5,1854.5
S1036,C096,P068,2024-05-11,5,191.05
S1037,C049,P061,2024-06-17,5,3061
S1038,C055,P072,2024-01-04,2,435.84
S1039,C008,P005,2024-09-13,1,651.96
S1040,C068,P025,2024-08-07,3,1047.24
S1041,C020,P017,2024-12-24,5,739.45
S1042,C075,P016,2024-07-25,4,952.76
S1043,C080,P069,2024-02-12,2,1993.96
S1044,C039,P017,2024-05-13,2,295.78
S1045,C028,P075,2024-12-07,2,1976.6
S1046,C072,P041,2024-03-09,1,919.06
S1047,C017,P001,2024-09-09,3,2936.73
S1048,C072,P084,2024-02-06,2,613.78
S1049,C024,P014,2024-04-26,3,2015.52
S1050,C035,P023,2024-03-09,2,1827.44
S1051,C070,P007,2024-04-29,1,944.72
S1052,C088,P093,2024-09-12,2,387.66
S1053,C010,P083,2024-03-10,5,4371.9
S1054,C064,P070,2024-01-11,5,2028.2
S1055,C003,P016,2024-03-29,2,476.38
S1056,C022,P017,2024-05-06,2,295.78
S1057,C055,P047,2024-03-15,2,389.42
S1058,C040,P085,2024-02-25,5,873.2
S1059,C098,P070,2024-07-28,2,811.28
S1060,C073,P033,2024-12-03,3,873.84
S1061,C057,P080,2024-10-08,5,2644.2
S1062,C006,P047,2024-12-05,3,584.13
S1063,C040,P092,2024-11-05,3,2782.53
S1064,C036,P089,2024-06-29,1,585.86
S1065,C063,P072,2024-12-10,3,653.76
S1066,C023,P016,2024-07-06,5,1190.95
S1067,C070,P031,2024-06-09,4,2634.68
S1068,C087,P087,2024-08-14,3,2567.82
S1069,C034,P068,2024-12-13,4,152.84
S1070,C061,P015,2024-09-23,3,1468.74
S1071,C041,P015,2024-10-14,4,1958.32
S1072,C020,P050,2024-03-25,1,510.19
S1073,C013,P043,2024-05-26,5,2830.95
S1074,C028,P014,2024-07-01,5,3359.2
S1075,C051,P051,2024-01-07,5,3462.55
S1076,C060,P048,2024-09-05,4,3991.44
S1077,C034,P028,2024-02-20,3,1934.46
S1078,C022,P047,2024-04-25,2,389.42
S1079,C012,P049,2024-10-11,2,749.74
S1080,C045,P092,2024-09-27,4,3710.04
S1081,C012,P027,2024-05-20,2,1082.72
S1082,C089,P084,2024-10-21,4,1227.56
S1083,C095,P039,2024-04-27,5,3354.1
S1084,C095,P033,2024-10-30,2,582.56
S1085,C027,P084,2024-02-13,2,613.78
S1086,C049,P014,2024-10-10,5,3359.2
S1087,C001,P090,2024-09-08,3,2374.77
S1088,C027,P017,2024-02-12,3,443.67
S1089,C030,P012,2024-06-25,4,2879.72
S1090,C087,P039,2024-08-29,3,2012.46
S1091,C100,P095,2024-03-30,4,1562.72
S1092,C091,P024,2024-10-18,4,3030.48
S1093,C018,P100,2024-08-27,3,2594.58
S1094,C032,P053,2024-08-21,5,2661.55
S1095,C033,P058,2024-10-23,5,796.1
S1096,C076,P074,2024-09-11,3,2692.56
S1097,C043,P081,2024-08-31,4,2074.24
S1098,C028,P089,2024-10-07,2,1171.72
S1099,C037,P079,2024-02-27,3,40.35
S1100,C008,P060,2024-02-09,2,1429.06
S1101,C017,P055,2024-05-14,1,930.23
S1102,C021,P099,2024-11-09,1,228.3
S1103,C073,P096,2024-01-18,3,839.37
S1104,C036,P056,2024-11-30,4,2411.76
S1105,C013,P036,2024-06-01,5,996
S1106,C041,P067,2024-06-04,4,2482.68
S1107,C032,P064,2024-02-08,5,3569.7
S1108,C083,P082,2024-06-21,1,243.04
S1109,C071,P089,2024-03-07,3,1757.58
S1110,C032,P057,2024-02-24,4,2138.72
S1111,C029,P082,2024-03-07,1,243.04
S1112,C056,P006,2024-02-27,5,1196.3
S1113,C100,P019,2024-10-13,1,942.43
S1114,C038,P100,2024-01-05,3,2594.58
S1115,C038,P017,2024-12-10,2,295.78
S1116,C038,P075,2024-06-11,4,3953.2
S1117,C094,P091,2024-04-23,3,2921.52
S1118,C058,P038,2024-02-25,4,395.76
S1119,C069,P037,2024-04-08,3,2963.61
S1120,C008,P099,2024-02-15,3,684.9
S1121,C012,P053,2024-12-15,1,532.31
S1122,C040,P070,2024-03-06,5,2028.2
S1123,C038,P035,2024-10-19,1,607.37
S1124,C099,P043,2024-08-25,1,566.19
S1125,C043,P079,2024-12-12,2,26.9
S1126,C067,P004,2024-03-24,2,674.66
S1127,C009,P014,2024-04-30,3,2015.52
S1128,C033,P027,2024-01-29,2,1082.72
S1129,C057,P005,2024-05-03,1,651.96
S1130,C016,P069,2024-10-03,4,3987.92
S1131,C056,P096,2024-10-22,4,1119.16
S1132,C076,P061,2024-09-12,3,1836.6
S1133,C050,P049,2024-07-18,4,1499.48
S1134,C015,P039,2024-10-16,3,2012.46
S1135,C023,P025,2024-03-09,3,1047.24
S1136,C100,P078,2024-01-17,5,4671.95
S1137,C009,P083,2024-10-02,3,2623.14
S1138,C054,P057,2024-02-15,2,1069.36
S1139,C075,P041,2024-04-05,3,2757.18
S1140,C096,P032,2024-11-14,2,644.82
S1141,C013,P003,2024-05-03,2,141.04
S1142,C058,P046,2024-10-07,5,1854.5
S1143,C002,P049,2024-07-03,4,1499.48
S1144,C022,P031,2024-02-03,3,1976.01
S1145,C065,P029,2024-07-06,4,1906.44
S1146,C076,P048,2024-12-15,4,3991.44
S1147,C048,P048,2024-07-03,1,997.86
S1148,C068,P008,2024-11-01,2,1451.28
S1149,C066,P031,2024-10-15,5,3293.35
S1150,C026,P048,2024-01-12,3,2993.58
S1151,C063,P071,2024-04-27,5,4769.75
S1152,C060,P070,2024-10-26,2,811.28
S1153,C021,P020,2024-04-11,2,265.68
S1154,C054,P046,2024-10-02,1,370.9
S1155,C040,P029,2024-05-03,2,953.22
S1156,C032,P004,2024-12-22,1,337.33
S1157,C050,P040,2024-05-20,2,621.44
S1158,C044,P096,2024-11-20,5,1398.95
S1159,C070,P019,2024-03-16,2,1884.86
S1160,C037,P093,2024-01-27,2,387.66
S1161,C100,P097,2024-01-13,2,1880.64
S1162,C013,P025,2024-10-11,4,1396.32
S1163,C012,P061,2024-12-07,3,1836.6
S1164,C054,P024,2024-08-21,1,757.62
S1165,C094,P078,2024-06-11,1,934.39
S1166,C048,P098,2024-03-13,1,673.03
S1167,C038,P090,2024-10-26,5,3957.95
S1168,C081,P062,2024-12-30,2,1701.02
S1169,C048,P072,2024-06-07,3,653.76
S1170,C100,P024,2024-08-12,1,757.62
S1171,C071,P051,2024-12-03,3,2077.53
S1172,C001,P045,2024-06-22,5,597.8
S1173,C086,P082,2024-10-07,4,972.16
S1174,C023,P013,2024-08-11,5,4784.8
S1175,C048,P029,2024-06-11,4,1906.44
S1176,C020,P037,2024-07-20,4,3951.48
S1177,C044,P098,2024-08-04,5,3365.15
S1178,C061,P081,2024-03-01,3,1555.68
S1179,C044,P036,2024-10-23,5,996
S1180,C053,P030,2024-01-15,1,122.17
S1181,C090,P054,2024-02-23,1,696.41
S1182,C024,P033,2024-03-14,2,582.56
S1183,C098,P097,2024-07-14,4,3761.28
S1184,C012,P043,2024-05-29,3,1698.57
